3.652100671169051793e-01,4.871734790629803635e-01,8.056662853418582459e-01,4.123631149416011610e-01,7.868312470312457396e-01
2.040708137692738289e-01,2.444554204545501541e-01,7.992094667122315865e-01,3.829741077116506354e-01,8.332545170940766077e-01
9.751110865199722477e-01,1.997612092992470112e-01,8.863767986956814227e-01,2.461370189148182064e-02,6.248325756766529571e-01
7.539919941500488054e-01,9.884417906095838147e-01,3.882928036885893164e-01,7.950305511143980208e-01,5.695925378188063659e-01
9.917324468031204487e-01,1.006595982413245327e-01,8.661943658645143707e-02,5.181977236215800087e-01,7.530316075933074504e-02
2.202963352145687059e-01,4.579325074366957793e-01,1.682518611208739800e-01,4.091647072993787049e-02,6.809923502109269666e-01
8.451980389893720691e-02,4.895609042267468070e-01,9.145595466531222240e-01,5.938770932355771359e-01,2.074522736922193022e-01
3.802827355368836315e-01,8.880941785514929743e-01,4.660769886496994863e-01,2.219425977768847424e-01,9.244961044124569982e-01
2.025267499774193736e-01,1.922518890761358845e-01,8.012166873327620786e-01,8.190210931389187987e-01,9.024751563587524172e-01
9.056946401335616015e-01,8.757434167907038880e-01,8.824311182188232516e-01,3.375979847555224955e-01,6.804764214274882095e-01
5.218495971645590314e-01,5.829261267424057369e-01,5.986245398959949560e-01,9.340901214735939373e-01,1.413416832342772045e-01
