3.002649983615195417e-01,2.983943719811953388e-01,8.645791406606054830e-01,7.838419105481648774e-01,4.180680035220984969e-01
2.563371976530330887e-01,5.660032834903133692e-01,9.797728682586235305e-01,1.141782740696603016e-01,9.060693409837557999e-01
3.531036622079541942e-01,7.415993813605650242e-01,3.614619871718620647e-01,4.016735581890454876e-01,1.451231820288659824e-01
8.934448969431102450e-01,3.231787610067073935e-01,9.515475552599159670e-01,4.635817131067376806e-02,1.928024338559054529e-01
3.455742147505281858e-01,6.217560955035882353e-01,6.778999804335456014e-01,6.185140806296720584e-01,3.391326831890707494e-01
5.310941860954871974e-01,1.909037234994852561e-01,3.364463288939884000e-01,5.333518441413969136e-01,4.743937213236254502e-01
7.359090439283454410e-01,1.543413148728264295e-01,4.221719139133978116e-01,2.120479282978451341e-01,5.575863025791431005e-01
4.722261088323591594e-01,5.938783743837060536e-01,6.373889209670524636e-02,1.867004757248340585e-01,6.083792504351717145e-01
7.034776524784286389e-01,4.386569639108333085e-01,8.368179601822987035e-01,7.704148408306079610e-01,2.578869865396130612e-01
4.696640355749607254e-01,2.817096593000038007e-01,2.721865964209260191e-01,4.416157806254213947e-01,9.397507418846871019e-01
1.516153349286042396e-02,4.920650931781861415e-01,5.657664205986474570e-01,5.293166991540200206e-01,3.749982674528304916e-01
